trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1398,False,"{'a': 0.001, 'e': 0.24733786563028812}",20,12,4.083349267714583,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.24709065139237796}",35,8,4.213005080328461,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
1400,False,"{'a': 0.001, 'e': 0.24684368424513983}",25,17,13.518297138400209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.24659696394160643}",20,0,21.468604548043317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1402,False,"{'a': 0.001, 'e': 0.24635049023505762}",25,5,-35.19985963115029,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.2461042628790195}",25,9,28.56567754263718,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.2458582816272648}",20,8,-21.127560530747466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1405,False,"{'a': 0.001, 'e': 0.2456125462338122}",20,10,-4.855059199691231,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1406,False,"{'a': 0.001, 'e': 0.24536705645292634}",25,10,5.987085976895378,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.24512181203911731}",20,6,4.560279972941906,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.24487681274714082}",20,0,-32.13231304565869,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1409,False,"{'a': 0.001, 'e': 0.2446320583319975}",25,14,17.30486656684967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.001, 'e': 0.2443875485489328}",35,22,11.98808046042097,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.2441432831534371}",20,14,-5.94903885301234,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.24389926190124483}",30,5,12.509045500340903,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
1413,False,"{'a': 0.001, 'e': 0.24365548454833486}",30,11,6.107943078199689,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.24341195085092968}",20,12,-3.933823249426044,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.2431686605654957}",20,15,9.037889630379514,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.001, 'e': 0.24292561344874244}",20,13,11.293854987373692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.24268280925762298}",20,15,12.256543592871736,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.24244024774933293}",20,14,10.006502991452367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.001, 'e': 0.2421979286813109}",20,13,-25.54324191866285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1420,False,"{'a': 0.001, 'e': 0.24195585181123766}",20,4,14.393195453163338,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1421,False,"{'a': 0.001, 'e': 0.24171401689703645}",25,0,30.71403156027805,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1422,False,"{'a': 0.001, 'e': 0.24147242369687225}",30,7,-14.497977903834046,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1423,False,"{'a': 0.001, 'e': 0.24123107196915192}",25,14,1.8239452640661664,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.24098996147252358}",20,1,7.239298831958946,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.001, 'e': 0.24074909196587688}",25,5,21.143737804384408,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.24050846320834213}",25,18,12.4184459126897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.2402680749592907}",30,8,-19.348435834846025,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1428,False,"{'a': 0.001, 'e': 0.2400279269783342}",20,13,13.011420328543412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.2397880190253247}",30,20,17.22315909001341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.2395483508603542}",20,12,4.101043982108677,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.23930892224375455}",25,9,15.58224491157146,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1432,False,"{'a': 0.001, 'e': 0.23906973293609704}",20,6,-31.934434607972708,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1433,False,"{'a': 0.001, 'e': 0.23883078269819244}",25,2,0.5690772752699542,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
1434,False,"{'a': 0.001, 'e': 0.2385920712910904}",25,2,-43.80384528518809,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
1435,False,"{'a': 0.001, 'e': 0.23835359847607956}",20,8,4.473559718163132,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1436,False,"{'a': 0.001, 'e': 0.23811536401468703}",20,1,14.88689782843213,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.001, 'e': 0.2378773676686784}",20,16,4.948375882082406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.2376396092000572}",25,11,-30.531580575263714,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1439,False,"{'a': 0.001, 'e': 0.23740208837106508}",20,8,-11.685846090486447,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.23716480494418105}",30,19,17.397358222182785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.001, 'e': 0.23692775868212176}",20,14,12.342679363150083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.001, 'e': 0.23669094934784088}",20,11,8.988638428848155,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.2364543767045291}",20,8,7.129000545321759,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1444,False,"{'a': 0.001, 'e': 0.23621804051561368}",25,11,26.571736068645475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.001, 'e': 0.23598194054475852}",25,12,10.147861726648639,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.23574607655586352}",30,12,33.49426296886675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.001, 'e': 0.23551044831306475}",25,17,13.04679689647069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.001, 'e': 0.2352750555807339}",25,14,9.852836442565966,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.001, 'e': 0.23503989812347828}",25,10,-37.064976261277366,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
1450,False,"{'a': 0.001, 'e': 0.2348049757061403}",20,6,16.785018349757568,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.001, 'e': 0.23457028809379765}",20,10,15.309215732234561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.001, 'e': 0.23433583505176261}",25,3,21.77176401695285,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.001, 'e': 0.2341016163455822}",20,8,19.186219040351837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.001, 'e': 0.23386763174103756}",30,0,2.6692196203694314,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
1455,False,"{'a': 0.001, 'e': 0.23363388100414423}",20,2,7.849474299440463,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1456,False,"{'a': 0.001, 'e': 0.23340036390115132}",20,10,20.188542086160705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.001, 'e': 0.2331670801985418}",25,6,-26.669362867788646,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
1458,False,"{'a': 0.001, 'e': 0.23293402966303187}",20,13,13.192233057816525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.001, 'e': 0.23270121206157107}",30,10,20.16008411937724,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.001, 'e': 0.23246862716134165}",30,20,18.867254620845085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.001, 'e': 0.23223627472975883}",25,10,27.497137148683276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.001, 'e': 0.23200415453447004}",20,16,7.582192061558494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.001, 'e': 0.23177226634335515}",20,3,15.391838031422274,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1464,False,"{'a': 0.001, 'e': 0.2315406099245259}",35,15,5.708355929996085,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1465,False,"{'a': 0.001, 'e': 0.23130918504632592}",20,13,13.185716679524065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.001, 'e': 0.23107799147733019}",30,11,26.33625674493293,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.001, 'e': 0.23084702898634524}",20,0,12.93891344738167,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1468,False,"{'a': 0.001, 'e': 0.2306162973424085}",20,7,25.150784042311987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.001, 'e': 0.23038579631478834}",30,17,8.879241558497862,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1470,False,"{'a': 0.001, 'e': 0.23015552567298364}",20,14,1.1060355485971245,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'a': 0.001, 'e': 0.22992548518672384}",25,13,2.4163554593126584,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1472,False,"{'a': 0.001, 'e': 0.22969567462596835}",30,7,23.29879777513851,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1473,False,"{'a': 0.001, 'e': 0.22946609376090668}",20,7,7.883864089192808,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1474,False,"{'a': 0.001, 'e': 0.22923674236195785}",30,20,21.9378584216848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.001, 'e': 0.2290076201997705}",20,15,10.322657200347038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.001, 'e': 0.22877872704522242}",20,16,7.91962357406069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.001, 'e': 0.2285500626694205}",25,9,30.887063979668618,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.001, 'e': 0.22832162684370022}",25,2,25.75142758902028,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1479,False,"{'a': 0.001, 'e': 0.22809341933962587}",20,11,-9.83248619601499,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1480,False,"{'a': 0.001, 'e': 0.22786543992898983}",20,15,2.7613918753184064,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.001, 'e': 0.22763768838381274}",20,13,15.552394500779716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.001, 'e': 0.22741016447634296}",25,9,14.177922016838915,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1483,False,"{'a': 0.001, 'e': 0.22718286797905665}",30,8,-44.54256840301024,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
1484,False,"{'a': 0.001, 'e': 0.22695579866465723}",20,0,0.9228774586352158,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1485,False,"{'a': 0.001, 'e': 0.22672895630607542}",25,8,17.82813059355552,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.001, 'e': 0.22650234067646874}",25,12,11.465677687378157,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1487,False,"{'a': 0.001, 'e': 0.2262759515492217}",30,16,25.30387259598716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.001, 'e': 0.22604978869794498}",20,9,2.423870684387274,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1489,False,"{'a': 0.001, 'e': 0.22582385189647586}",20,6,28.16564509671476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.001, 'e': 0.22559814091887742}",25,5,-31.345591317208967,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1491,False,"{'a': 0.001, 'e': 0.22537265553943872}",20,11,4.748471505528052,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1492,False,"{'a': 0.001, 'e': 0.22514739553267432}",20,11,9.711085499416361,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.001, 'e': 0.22492236067332425}",25,15,12.198898097398425,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.001, 'e': 0.22469755073635353}",25,11,-19.84431305700595,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
1495,False,"{'a': 0.001, 'e': 0.22447296549695234}",25,11,-29.158479721087105,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1496,False,"{'a': 0.001, 'e': 0.22424860473053532}",25,5,-17.13257470558358,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1497,False,"{'a': 0.001, 'e': 0.22402446821274175}",25,0,8.903216950698168,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1498,False,"{'a': 0.001, 'e': 0.223800555719435}",30,4,-13.853040644183366,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
1499,False,"{'a': 0.001, 'e': 0.22357686702670268}",20,8,20.792202068636136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.001, 'e': 0.22335340191085598}",20,0,31.696720691192546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1501,False,"{'a': 0.001, 'e': 0.22313016014842982}",25,12,24.23041311181344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.001, 'e': 0.22290714151618238}",25,12,-0.46941884944126056,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1503,False,"{'a': 0.001, 'e': 0.22268434579109508}",25,9,30.258313634570985,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.001, 'e': 0.22246177275037207}",20,0,27.56283992219782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1505,False,"{'a': 0.001, 'e': 0.2222394221714404}",25,8,13.304621654585121,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1506,False,"{'a': 0.001, 'e': 0.22201729383194937}",20,13,-31.954987367880058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1507,False,"{'a': 0.001, 'e': 0.22179538750977074}",25,5,-3.0536783751222885,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1508,False,"{'a': 0.001, 'e': 0.22157370298299803}",30,3,-30.049858392522143,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
1509,False,"{'a': 0.001, 'e': 0.22135224002994683}",20,1,4.102266394428561,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1510,False,"{'a': 0.001, 'e': 0.22113099842915407}",20,0,30.10638858066523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1511,False,"{'a': 0.001, 'e': 0.2209099779593782}",35,18,23.415934373436325,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.001, 'e': 0.22068917839959865}",20,9,3.5119192615390844,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.001, 'e': 0.22046859952901593}",20,11,14.434638757071397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.001, 'e': 0.22024824112705108}",30,8,35.555787513579624,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.001, 'e': 0.22002810297334574}",25,13,11.214780803213277,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1516,False,"{'a': 0.001, 'e': 0.21980818484776168}",20,8,9.067520526909526,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1517,False,"{'a': 0.001, 'e': 0.21958848653038082}",25,16,3.0659245773710566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1518,False,"{'a': 0.001, 'e': 0.21936900780150476}",20,15,-0.815442636120757,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1519,False,"{'a': 0.001, 'e': 0.2191497484416548}",20,6,11.444262736539141,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1520,False,"{'a': 0.001, 'e': 0.2189307082315715}",30,11,2.1142499985447616,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1521,False,"{'a': 0.001, 'e': 0.21871188695221475}",25,0,29.63181183781195,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1522,False,"{'a': 0.001, 'e': 0.21849328438476312}",25,8,-2.981751920904502,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1523,False,"{'a': 0.001, 'e': 0.21827490031061414}",25,8,-2.965553321828783,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1524,False,"{'a': 0.001, 'e': 0.2180567345113836}",25,12,13.98326324027827,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1525,False,"{'a': 0.001, 'e': 0.21783878676890578}",20,3,25.88569809328817,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.001, 'e': 0.21762105686523284}",20,10,13.228843910142803,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.001, 'e': 0.21740354458263497}",25,10,3.423269034506667,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1528,False,"{'a': 0.001, 'e': 0.21718624970359973}",35,19,-37.09119465366401,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1529,False,"{'a': 0.001, 'e': 0.21696917201083235}",25,12,-20.330625155248107,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
1530,False,"{'a': 0.001, 'e': 0.216752311287255}",20,3,14.897066196728279,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1531,False,"{'a': 0.001, 'e': 0.21653566731600707}",30,15,11.941418616094818,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1532,False,"{'a': 0.001, 'e': 0.21631923988044444}",25,13,7.887603356087649,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1533,False,"{'a': 0.001, 'e': 0.21610302876413975}",25,7,27.272866708993597,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.001, 'e': 0.2158870337508818}",20,2,-6.823433044173333,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1535,False,"{'a': 0.001, 'e': 0.21567125462467565}",20,0,19.283215621302947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1536,False,"{'a': 0.001, 'e': 0.21545569116974203}",30,9,-1.4074131035906672,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1537,False,"{'a': 0.001, 'e': 0.21524034317051757}",35,10,-40.70620007740734,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
1538,False,"{'a': 0.001, 'e': 0.21502521041165426}",25,12,22.896413314469573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.001, 'e': 0.2148102926780192}",25,4,0.3660032321546016,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
1540,False,"{'a': 0.001, 'e': 0.21459558975469478}",25,18,0.8941357304168764,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1541,False,"{'a': 0.001, 'e': 0.21438110142697794}",25,16,15.873313317536335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.001, 'e': 0.21416682748038046}",20,0,-3.7048145600836397,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1543,False,"{'a': 0.001, 'e': 0.21395276770062824}",20,10,17.430588231644784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.001, 'e': 0.2137389218736616}",25,7,9.821180099847345,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1545,False,"{'a': 0.001, 'e': 0.2135252897856346}",20,11,-4.830797467583385,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1546,False,"{'a': 0.001, 'e': 0.21331187122291523}",25,18,15.6288061289134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.001, 'e': 0.21309866597208482}",35,6,35.73874102963105,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1548,False,"{'a': 0.001, 'e': 0.21288567381993817}",20,3,14.24326263521886,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1549,False,"{'a': 0.001, 'e': 0.21267289455348304}",20,13,-0.799083239275177,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1550,False,"{'a': 0.001, 'e': 0.21246032795994024}",20,6,12.49099161676852,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1551,False,"{'a': 0.001, 'e': 0.21224797382674304}",25,11,9.671582037568335,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1552,False,"{'a': 0.001, 'e': 0.2120358319415374}",35,9,-4.147322641308433,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
1553,False,"{'a': 0.001, 'e': 0.21182390209218135}",20,8,3.814338646516107,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1554,False,"{'a': 0.001, 'e': 0.2116121840667451}",25,10,8.220721296020153,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1555,False,"{'a': 0.001, 'e': 0.21140067765351048}",25,19,9.76541581439719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.001, 'e': 0.21118938264097117}",30,8,27.417686524334563,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.001, 'e': 0.21097829881783206}",20,14,9.74567555200793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.001, 'e': 0.2107674259730094}",30,15,27.903451730226706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.001, 'e': 0.21055676389563024}",30,14,14.510979242598452,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1560,False,"{'a': 0.001, 'e': 0.21034631237503254}",25,10,13.809407863858898,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1561,False,"{'a': 0.001, 'e': 0.21013607120076472}",25,3,3.3989758003811477,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1562,False,"{'a': 0.001, 'e': 0.20992604016258565}",20,13,14.315209661342944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.001, 'e': 0.2097162190504642}",20,4,-2.8000436705409704,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1564,False,"{'a': 0.001, 'e': 0.20950660765457932}",25,2,20.515718399500013,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1565,False,"{'a': 0.001, 'e': 0.20929720576531952}",30,4,12.18496915468642,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
1566,False,"{'a': 0.001, 'e': 0.20908801317328293}",20,14,10.04437159592269,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.001, 'e': 0.20887902966927693}",25,8,-46.96285528443371,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1568,False,"{'a': 0.001, 'e': 0.20867025504431805}",25,13,21.772294170626154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.001, 'e': 0.20846168908963153}",20,8,9.761642554081181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1570,False,"{'a': 0.001, 'e': 0.20825333159665155}",25,13,11.679182751959255,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1571,False,"{'a': 0.001, 'e': 0.20804518235702046}",25,6,19.34062966442323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1572,False,"{'a': 0.001, 'e': 0.20783724116258911}",20,15,3.00157210870747,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.001, 'e': 0.2076295078054162}",25,10,12.131118906097058,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1574,False,"{'a': 0.001, 'e': 0.20742198207776844}",30,13,3.422823508761027,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1575,False,"{'a': 0.001, 'e': 0.20721466377212}",30,10,7.218630540113503,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1576,False,"{'a': 0.001, 'e': 0.20700755268115265}",20,5,11.826297465914607,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.001, 'e': 0.20680064859775515}",20,0,-0.20849884334756785,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1578,False,"{'a': 0.001, 'e': 0.20659395131502356}",25,9,16.763771479462616,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1579,False,"{'a': 0.001, 'e': 0.20638746062626045}",25,7,-0.7903506440539991,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
